text,label
"
COLLEGE ADMISSION FORM

Student :

Sai Krishna

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Ganesh Naidu

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Mahesh

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Vijay

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Mahesh

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Ravi Kumar

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Sai Krishna

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Teja

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Sai Krishna

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Arun

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Sai Krishna

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Sai Krishna

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
INVOICE

Invoice Number : INV-1001

Invoice Date : 26/02/2024

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 47058

GST : 18%

Total Amount : 235290

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1010

Invoice Date : 23/10/2022

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 9

Price : 1900

GST : 18%

Total Amount : 17100

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1011

Invoice Date : 16/07/2026

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 2

Price : 15448

GST : 18%

Total Amount : 30896

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1012

Invoice Date : 20/06/2022

Customer : Mahesh

Company : ABC Technologies

Product : Laptop

Quantity : 6

Price : 30898

GST : 18%

Total Amount : 185388

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1013

Buyer : Arun

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 271768

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1014

Invoice Date : 25/04/2022

Customer : Vijay

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 41242

GST : 18%

Total Amount : 288694

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1015

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 293814

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1016

Invoice Date : 22/02/2026

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 3

Price : 1118

GST : 18%

Total Amount : 3354

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1017

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 643311

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1018

Buyer : Suresh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 390105

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1019

Invoice Date : 07/08/2024

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 9

Price : 47543

GST : 18%

Total Amount : 427887

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1002

Buyer : Sai Krishna

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 271692

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1020

Invoice Date : 25/08/2024

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 4

Price : 64479

GST : 18%

Total Amount : 257916

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1003

Invoice Date : 08/04/2022

Customer : Mahesh

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 54174

GST : 18%

Total Amount : 541740

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1004

Invoice Date : 17/09/2025

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 3

Price : 87541

GST : 18%

Total Amount : 262623

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1005

Buyer : Sai Krishna

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 31574

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1006

Invoice Date : 07/02/2025

Customer : Mahesh

Company : ABC Technologies

Product : Laptop

Quantity : 9

Price : 32078

GST : 18%

Total Amount : 288702

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1007

Invoice Date : 02/12/2025

Customer : Kiran

Company : ABC Technologies

Product : Laptop

Quantity : 6

Price : 27334

GST : 18%

Total Amount : 164004

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1008

Invoice Date : 21/12/2022

Customer : Arun

Company : ABC Technologies

Product : Laptop

Quantity : 1

Price : 32639

GST : 18%

Total Amount : 32639

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1009

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 882711

Payment Mode : UPI
",invoice
"
PAYMENT RECEIPT

Receipt Number : REC-1001

Customer : Ravi Kumar

Amount Paid : 51232

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1010

Customer : Arun

Amount Paid : 49563

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1011

Customer : Vijay

Amount Paid : 6307

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1012

Customer : Sai Krishna

Amount Paid : 38316

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1013

Customer : Ganesh Naidu

Amount Paid : 80688

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1014

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 273384
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1015

Customer : Ravi Kumar

Amount Paid : 75352

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1016

Customer : Suresh

Amount Paid : 84519

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1017

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 241326
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1018

Customer : Sai Krishna

Amount Paid : 45546

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1019

Customer : Teja

Amount Paid : 12117

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1002

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 207088
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1020

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 654318
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1003

Customer : Suresh

Amount Paid : 81956

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1004

Customer : Arun

Items :

Rice

Oil

Sugar

Total Amount : 33072
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1005

Customer : Mahesh

Amount Paid : 10271

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1006

Customer : Sai Krishna

Amount Paid : 63981

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1007

Customer : Arun

Amount Paid : 74621

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1008

Customer : Suresh

Amount Paid : 44223

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1009

Customer : Vijay

Items :

Rice

Oil

Sugar

Total Amount : 187300
",receipt
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Teja

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ganesh Naidu

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Suresh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Mahesh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
CURRICULUM VITAE

Candidate : Kiran

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Rahul

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Rahul

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Kiran

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Rahul

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Arun

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Sai Krishna

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Ganesh Naidu

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Arun

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Vijay

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
RESUME

Name : Ravi Kumar

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
"
IBM CERTIFICATE

Awarded To

Rahul

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Arun

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Rahul

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Ravi Kumar

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Teja

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Rahul

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Teja

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Arun

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Rahul

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Arun

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Arun

Completed

Python Programming
",certificate
"
IBM CERTIFICATE

Awarded To

Arun

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Arun

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Teja

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Ganesh Naidu

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Vijay

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Mahesh

for successfully completing

Artificial Intelligence Course
",certificate
"
IBM CERTIFICATE

Awarded To

Kiran

Completed

Python Programming
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Vijay

for successfully completing

Artificial Intelligence Course
",certificate
"
CERTIFICATE OF COMPLETION

This certificate is awarded to

Teja

for successfully completing

Artificial Intelligence Course
",certificate
"
COLLEGE ADMISSION FORM

Student :

Ravi Kumar

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Mahesh

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Teja

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Vijay

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Arun

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Suresh

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Ganesh Naidu

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Ganesh Naidu

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Vijay

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Suresh

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Suresh

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Mahesh

Branch :

Computer Science

Year :

Third Year
",form
"
COLLEGE ADMISSION FORM

Student :

Rahul

Branch :

Computer Science

Year :

Third Year
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Teja

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
APPLICATION FORM

Name : Mahesh

Age : 21

Phone :

9876543210

Address :

Hyderabad
",form
"
COLLEGE ADMISSION FORM

Student :

Suresh

Branch :

Computer Science

Year :

Third Year
",form
"
INVOICE

Invoice Number : INV-1001

Invoice Date : 05/02/2023

Customer : Arun

Company : ABC Technologies

Product : Laptop

Quantity : 3

Price : 37730

GST : 18%

Total Amount : 113190

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1010

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 258365

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1011

Buyer : Rahul

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 282234

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1012

Invoice Date : 11/08/2023

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 4

Price : 73517

GST : 18%

Total Amount : 294068

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1013

Buyer : Teja

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 44844

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1014

Invoice Date : 14/11/2022

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 7

Price : 2396

GST : 18%

Total Amount : 16772

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1015

Invoice Date : 09/11/2024

Customer : Rahul

Company : ABC Technologies

Product : Laptop

Quantity : 8

Price : 52848

GST : 18%

Total Amount : 422784

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1016

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 96120

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1017

Invoice Date : 15/08/2022

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 3

Price : 81286

GST : 18%

Total Amount : 243858

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1018

Invoice Date : 04/11/2026

Customer : Teja

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 46289

GST : 18%

Total Amount : 231445

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1019

Invoice Date : 24/12/2023

Customer : Ravi Kumar

Company : ABC Technologies

Product : Laptop

Quantity : 1

Price : 56577

GST : 18%

Total Amount : 56577

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1002

Buyer : Mahesh

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 51046

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1020

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 176618

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1003

Invoice Date : 15/03/2024

Customer : Ganesh Naidu

Company : ABC Technologies

Product : Laptop

Quantity : 10

Price : 1374

GST : 18%

Total Amount : 13740

Payment Status : Paid
",invoice
"
INVOICE

Invoice Number : INV-1004

Invoice Date : 04/06/2024

Customer : Suresh

Company : ABC Technologies

Product : Laptop

Quantity : 5

Price : 39852

GST : 18%

Total Amount : 199260

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1005

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 47166

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1006

Buyer : Ganesh Naidu

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 590088

Payment Mode : UPI
",invoice
"
INVOICE

Invoice Number : INV-1007

Invoice Date : 16/02/2026

Customer : Sai Krishna

Company : ABC Technologies

Product : Laptop

Quantity : 4

Price : 15250

GST : 18%

Total Amount : 61000

Payment Status : Paid
",invoice
"
TAX INVOICE

Invoice ID : 1008

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 2632

Payment Mode : UPI
",invoice
"
TAX INVOICE

Invoice ID : 1009

Buyer : Ravi Kumar

Seller : XYZ Electronics

Items Purchased :

Keyboard

Mouse

Monitor

Total : 307720

Payment Mode : UPI
",invoice
"
PAYMENT RECEIPT

Receipt Number : REC-1001

Customer : Suresh

Amount Paid : 12797

Payment Method : Cash

Status : Successful
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1010

Customer : Sai Krishna

Amount Paid : 93799

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1011

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 121290
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1012

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 356725
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1013

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 64719
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1014

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 205471
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1015

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 149020
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1016

Customer : Sai Krishna

Items :

Rice

Oil

Sugar

Total Amount : 478284
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1017

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 391896
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1018

Customer : Kiran

Amount Paid : 7871

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1019

Customer : Rahul

Items :

Rice

Oil

Sugar

Total Amount : 659666
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1002

Customer : Sai Krishna

Amount Paid : 79298

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1020

Customer : Kiran

Items :

Rice

Oil

Sugar

Total Amount : 256495
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1003

Customer : Kiran

Amount Paid : 21790

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1004

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 55146
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1005

Customer : Rahul

Amount Paid : 68187

Payment Method : Cash

Status : Successful
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1006

Customer : Teja

Items :

Rice

Oil

Sugar

Total Amount : 76100
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1007

Customer : Ravi Kumar

Items :

Rice

Oil

Sugar

Total Amount : 225573
",receipt
"
SHOP RECEIPT

Store : Reliance Mart

Receipt ID : 1008

Customer : Suresh

Items :

Rice

Oil

Sugar

Total Amount : 89577
",receipt
"
PAYMENT RECEIPT

Receipt Number : REC-1009

Customer : Vijay

Amount Paid : 70490

Payment Method : Cash

Status : Successful
",receipt
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Sai Krishna

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Kiran

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Mahesh

Abstract :

This project classifies PDF pages using AI.
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ravi Kumar

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Arun

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Ganesh Naidu

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Vijay

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
PROJECT REPORT

Title :

AI PDF Classification

Prepared By :

Rahul

Abstract :

This project classifies PDF pages using AI.
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
ANNUAL REPORT

Company :

ABC Pvt Ltd

Revenue :

500000

Employees :

120

Status :

Growing
",report
"
RESUME

Name : Suresh

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Vijay

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
RESUME

Name : Teja

Education :

B.Tech Computer Science

Skills :

Python

Java

Machine Learning

Projects :

PDF Page Classification AI
",resume
"
CURRICULUM VITAE

Candidate : Ravi Kumar

Qualification :

Bachelor of Technology

Skills :

Python

SQL

Data Structures

Experience :

Fresher
",resume
